age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
50.0,JobCat3,married,primary,no,-1.0,no,no,,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
28.0,JobCat9,married,,no,-189.0,no,no,cellular,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
57.0,JobCat6,,tertiary,no,929.0,no,no,cellular,19.0,aug,0.0,8.0,-1.0,0.0,unknown,TypeA
48.0,JobCat9,divorced,tertiary,no,,no,yes,cellular,19.0,aug,0.0,6.0,-1.0,0.0,unknown,TypeA
32.0,JobCat9,married,secondary,,56.0,no,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
43.0,JobCat9,married,secondary,no,0.0,no,no,cellular,19.0,aug,0.0,2.0,,0.0,unknown,TypeA
57.0,JobCat9,divorced,tertiary,no,114.0,no,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
53.0,JobCat6,married,tertiary,no,261.0,no,no,cellular,19.0,,0.0,2.0,-1.0,,unknown,TypeA
40.0,JobCat6,married,tertiary,,409.0,no,no,cellular,19.0,aug,0.0,2.0,-1.0,,unknown,TypeA
55.0,JobCat6,married,tertiary,no,-408.0,no,no,cellular,19.0,aug,0.0,9.0,-1.0,0.0,unknown,TypeA
32.0,,single,,no,82.0,no,no,,19.0,aug,,4.0,-1.0,0.0,unknown,TypeA
28.0,,single,secondary,no,5.0,no,no,cellular,19.0,aug,0.0,6.0,-1.0,0.0,unknown,TypeA
43.0,JobCat9,married,secondary,no,,yes,yes,cellular,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
55.0,JobCat2,married,,no,,no,no,cellular,,,0.0,2.0,-1.0,0.0,unknown,TypeA
58.0,JobCat2,married,secondary,no,,no,no,cellular,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
29.0,JobCat9,married,secondary,no,297.0,no,no,cellular,,aug,0.0,4.0,,0.0,unknown,TypeA
32.0,JobCat6,single,,,-292.0,yes,no,cellular,19.0,aug,0.0,6.0,-1.0,0.0,unknown,TypeA
37.0,,married,tertiary,no,1373.0,no,no,cellular,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
50.0,JobCat11,married,secondary,no,-1415.0,no,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
42.0,JobCat9,divorced,secondary,,58.0,no,no,,19.0,aug,0.0,2.0,,0.0,unknown,TypeA
60.0,JobCat2,married,,,420.0,no,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
31.0,JobCat8,married,secondary,no,47.0,no,no,cellular,19.0,aug,0.0,2.0,,0.0,unknown,TypeA
37.0,JobCat9,,,no,1.0,no,no,cellular,19.0,aug,0.0,2.0,,0.0,unknown,TypeA
,JobCat2,married,,no,0.0,no,no,cellular,19.0,aug,0.0,2.0,,0.0,unknown,TypeA
28.0,JobCat9,single,,no,8.0,no,no,cellular,19.0,aug,0.0,17.0,,0.0,unknown,TypeA
53.0,JobCat9,married,secondary,,3429.0,no,no,cellular,19.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
28.0,JobCat6,single,tertiary,no,-58.0,no,yes,cellular,19.0,aug,0.0,18.0,-1.0,0.0,unknown,TypeA
47.0,JobCat11,married,,no,,no,no,cellular,19.0,,,2.0,-1.0,0.0,unknown,TypeA
30.0,JobCat6,single,tertiary,no,1625.0,yes,no,cellular,19.0,,,6.0,-1.0,0.0,unknown,TypeA
54.0,JobCat9,divorced,,,-291.0,no,no,cellular,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
,JobCat6,married,tertiary,no,0.0,no,no,,19.0,,0.0,4.0,-1.0,0.0,unknown,TypeA
30.0,JobCat9,single,,no,,no,no,cellular,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
31.0,JobCat6,single,tertiary,no,,no,no,cellular,19.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
46.0,JobCat6,,tertiary,no,0.0,no,no,cellular,,aug,0.0,1.0,-1.0,,unknown,TypeA
33.0,JobCat6,married,,no,,yes,no,cellular,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
46.0,JobCat9,,secondary,no,,no,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
31.0,JobCat9,married,secondary,no,2666.0,no,no,cellular,,,0.0,3.0,-1.0,0.0,unknown,TypeA
52.0,JobCat6,married,,no,,no,no,,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeB
,JobCat9,married,secondary,no,,no,no,cellular,19.0,aug,0.0,3.0,,0.0,unknown,TypeA
56.0,JobCat9,divorced,secondary,no,,no,no,cellular,19.0,aug,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat3,married,unknown,no,5.0,no,,cellular,19.0,aug,0.0,1.0,,0.0,unknown,TypeA
32.0,JobCat9,single,secondary,no,179.0,,no,cellular,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
32.0,JobCat6,married,tertiary,,46.0,no,no,cellular,19.0,aug,0.0,5.0,-1.0,0.0,unknown,TypeA
31.0,JobCat9,single,tertiary,no,123.0,no,no,cellular,19.0,aug,0.0,1.0,,,unknown,TypeA
58.0,JobCat2,married,tertiary,,258.0,no,yes,cellular,19.0,aug,0.0,1.0,-1.0,,unknown,TypeA
30.0,JobCat6,,tertiary,no,0.0,no,no,,19.0,aug,0.0,1.0,,0.0,unknown,TypeA
31.0,JobCat9,single,,no,268.0,no,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
50.0,JobCat7,,secondary,no,128.0,no,,cellular,19.0,aug,0.0,1.0,-1.0,0.0,unknown,TypeA
33.0,JobCat6,single,tertiary,no,3576.0,yes,no,,19.0,aug,0.0,1.0,-1.0,0.0,unknown,TypeA
40.0,JobCat9,married,,no,0.0,no,no,cellular,19.0,aug,0.0,1.0,-1.0,0.0,unknown,TypeA
41.0,JobCat6,,,no,30.0,no,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
,JobCat3,married,primary,no,147.0,no,no,cellular,,aug,0.0,,-1.0,0.0,unknown,TypeA
59.0,JobCat2,married,secondary,no,19.0,no,yes,cellular,,aug,,3.0,-1.0,0.0,unknown,TypeA
47.0,JobCat1,divorced,secondary,no,,no,no,cellular,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
41.0,JobCat8,,tertiary,no,57.0,no,no,cellular,,aug,0.0,5.0,-1.0,0.0,unknown,TypeA
34.0,JobCat9,married,secondary,no,1840.0,no,no,cellular,19.0,aug,,6.0,-1.0,,unknown,TypeA
57.0,JobCat2,married,secondary,no,81.0,no,no,cellular,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
52.0,JobCat9,married,secondary,no,-240.0,no,,cellular,19.0,aug,0.0,3.0,-1.0,,unknown,TypeA
28.0,JobCat6,,tertiary,no,151.0,no,,cellular,19.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
51.0,JobCat1,,,no,370.0,yes,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
,JobCat6,married,tertiary,no,218.0,no,no,cellular,19.0,aug,0.0,9.0,-1.0,0.0,unknown,TypeA
29.0,JobCat6,,tertiary,,50.0,no,no,cellular,19.0,aug,0.0,5.0,-1.0,0.0,unknown,TypeA
,JobCat9,married,tertiary,,329.0,no,no,cellular,19.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
46.0,JobCat3,married,,no,,yes,no,,19.0,aug,0.0,12.0,-1.0,0.0,unknown,TypeA
44.0,JobCat6,married,tertiary,no,1802.0,no,,telephone,19.0,aug,0.0,5.0,-1.0,0.0,unknown,TypeA
,,married,tertiary,no,2013.0,no,no,cellular,19.0,,0.0,14.0,-1.0,0.0,unknown,TypeA
43.0,JobCat9,divorced,secondary,no,0.0,no,no,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
47.0,,married,,no,459.0,no,no,cellular,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
47.0,JobCat6,married,,no,600.0,no,no,cellular,,aug,0.0,,-1.0,0.0,unknown,TypeB
34.0,JobCat6,married,,,85.0,no,,cellular,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
56.0,JobCat9,married,secondary,no,1750.0,no,no,cellular,19.0,aug,0.0,7.0,-1.0,0.0,unknown,TypeA
51.0,JobCat9,married,primary,no,260.0,no,no,cellular,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
48.0,JobCat9,,,no,606.0,yes,no,cellular,19.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
32.0,JobCat9,single,tertiary,no,2671.0,no,,cellular,19.0,aug,0.0,,-1.0,0.0,unknown,TypeA
53.0,JobCat9,,secondary,no,428.0,no,no,cellular,,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
35.0,JobCat9,,tertiary,,1661.0,no,,cellular,19.0,aug,,5.0,,0.0,unknown,TypeA
36.0,JobCat6,married,tertiary,no,0.0,no,no,cellular,19.0,aug,,2.0,-1.0,0.0,unknown,TypeA
,JobCat6,single,tertiary,no,370.0,no,no,cellular,19.0,aug,,3.0,-1.0,0.0,unknown,TypeA
56.0,JobCat6,married,tertiary,no,,yes,yes,cellular,19.0,aug,0.0,11.0,-1.0,0.0,unknown,TypeA
47.0,JobCat9,divorced,secondary,no,191.0,no,no,cellular,19.0,,0.0,,-1.0,0.0,unknown,TypeA
31.0,JobCat10,married,tertiary,,123.0,no,no,cellular,,aug,0.0,3.0,-1.0,,unknown,TypeA
42.0,JobCat11,married,secondary,no,329.0,no,no,cellular,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
,JobCat11,married,secondary,,,no,no,cellular,19.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
53.0,JobCat9,married,,no,1344.0,no,no,cellular,19.0,aug,0.0,6.0,-1.0,0.0,unknown,TypeA
32.0,JobCat6,married,tertiary,no,,no,yes,cellular,19.0,aug,,3.0,-1.0,0.0,unknown,TypeA
33.0,JobCat9,divorced,secondary,no,82.0,no,no,,19.0,aug,,3.0,-1.0,0.0,unknown,TypeA
31.0,,single,tertiary,no,,no,no,cellular,,aug,0.0,3.0,-1.0,0.0,unknown,TypeB
55.0,JobCat3,married,primary,no,,yes,no,cellular,19.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
30.0,JobCat6,married,,,5878.0,no,,,19.0,aug,,,-1.0,0.0,unknown,TypeA
43.0,JobCat9,divorced,tertiary,no,101.0,no,no,,19.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
53.0,JobCat3,married,secondary,yes,,no,no,cellular,19.0,aug,0.0,3.0,-1.0,0.0,,TypeA
30.0,JobCat9,divorced,secondary,no,0.0,no,no,,19.0,aug,0.0,4.0,-1.0,,unknown,TypeA
31.0,JobCat6,married,,no,1412.0,yes,no,unknown,19.0,aug,0.0,1.0,-1.0,,unknown,TypeB
58.0,JobCat2,married,unknown,no,0.0,no,no,cellular,20.0,aug,0.0,5.0,-1.0,0.0,unknown,TypeA
30.0,JobCat6,,tertiary,no,1.0,no,,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
,JobCat9,married,secondary,no,677.0,no,no,cellular,20.0,aug,0.0,8.0,-1.0,0.0,unknown,TypeA
49.0,JobCat3,married,primary,no,-165.0,yes,,,20.0,aug,0.0,4.0,-1.0,,unknown,TypeA
46.0,JobCat11,married,secondary,no,979.0,yes,no,cellular,20.0,aug,0.0,5.0,-1.0,0.0,unknown,TypeA
42.0,JobCat6,married,tertiary,,7.0,no,no,cellular,20.0,aug,0.0,7.0,-1.0,0.0,unknown,TypeA
52.0,JobCat6,married,secondary,no,264.0,no,no,cellular,20.0,aug,0.0,8.0,-1.0,0.0,unknown,TypeA
,JobCat8,married,tertiary,no,488.0,no,no,cellular,20.0,aug,0.0,12.0,-1.0,0.0,unknown,TypeA
32.0,JobCat6,married,,no,1339.0,no,no,cellular,,aug,,8.0,-1.0,0.0,unknown,TypeA
58.0,JobCat2,married,secondary,no,168.0,no,no,cellular,,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
53.0,JobCat6,married,tertiary,no,75.0,no,,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
48.0,JobCat3,married,primary,no,8.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
41.0,JobCat9,divorced,secondary,no,,no,,cellular,20.0,aug,,2.0,-1.0,,unknown,TypeA
,JobCat6,married,tertiary,no,,yes,yes,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
47.0,JobCat9,married,secondary,no,11.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
49.0,JobCat7,married,secondary,no,314.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
,,married,primary,no,,no,no,,20.0,aug,,2.0,-1.0,0.0,unknown,TypeA
46.0,JobCat9,married,,no,591.0,no,no,cellular,20.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
48.0,JobCat7,married,secondary,yes,-20.0,no,,,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
50.0,JobCat6,divorced,,no,30.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
31.0,JobCat9,single,secondary,yes,-374.0,no,yes,,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
31.0,JobCat9,married,secondary,no,956.0,yes,yes,cellular,20.0,aug,,2.0,-1.0,0.0,unknown,TypeA
44.0,JobCat9,single,,no,0.0,no,no,cellular,,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
47.0,JobCat9,divorced,,no,,no,no,,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
51.0,JobCat11,,,yes,-12.0,no,no,cellular,20.0,aug,0.0,7.0,-1.0,0.0,unknown,TypeA
29.0,,married,secondary,no,2294.0,no,no,,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
48.0,JobCat9,divorced,tertiary,no,375.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
32.0,JobCat9,married,tertiary,no,0.0,no,no,,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
40.0,,married,secondary,no,2228.0,yes,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
40.0,JobCat1,divorced,secondary,no,4328.0,no,,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
54.0,JobCat1,married,primary,no,194.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
52.0,,married,secondary,no,-163.0,yes,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
29.0,JobCat9,married,secondary,no,310.0,yes,no,,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
36.0,JobCat9,single,secondary,no,367.0,no,no,cellular,20.0,,0.0,2.0,-1.0,,unknown,TypeA
37.0,JobCat6,married,tertiary,no,51.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
28.0,JobCat9,single,tertiary,no,,no,no,cellular,20.0,aug,,2.0,-1.0,,unknown,TypeA
42.0,JobCat6,married,tertiary,no,160.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
57.0,JobCat2,married,primary,no,,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
30.0,JobCat9,married,secondary,no,,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
42.0,JobCat6,single,secondary,no,164.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
35.0,JobCat6,,,no,,no,no,cellular,20.0,aug,0.0,,-1.0,,unknown,TypeA
36.0,JobCat9,single,secondary,,260.0,no,no,cellular,20.0,aug,,2.0,-1.0,0.0,unknown,TypeA
42.0,,,tertiary,no,0.0,yes,no,cellular,20.0,aug,0.0,4.0,,0.0,unknown,TypeA
50.0,,,secondary,no,1431.0,,no,cellular,,aug,0.0,,,0.0,unknown,TypeA
29.0,unknown,,secondary,no,111.0,no,no,cellular,20.0,,0.0,,-1.0,0.0,unknown,TypeA
29.0,,,,no,182.0,no,no,cellular,,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
36.0,JobCat9,single,secondary,no,0.0,no,no,,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
53.0,JobCat3,married,primary,no,570.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
40.0,JobCat9,,tertiary,no,,no,no,cellular,20.0,aug,0.0,4.0,,0.0,unknown,TypeA
52.0,JobCat9,divorced,secondary,no,511.0,no,yes,,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
35.0,JobCat9,divorced,secondary,no,23.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
42.0,JobCat6,single,,no,227.0,no,no,cellular,,aug,0.0,8.0,-1.0,0.0,unknown,TypeA
53.0,JobCat9,married,secondary,no,1357.0,yes,no,cellular,20.0,aug,0.0,2.0,,,unknown,TypeA
32.0,JobCat9,married,tertiary,no,2069.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
56.0,JobCat11,married,secondary,no,374.0,no,no,cellular,20.0,aug,,4.0,-1.0,0.0,unknown,TypeA
,JobCat9,divorced,,no,75.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
44.0,,married,tertiary,no,1196.0,no,no,,20.0,aug,0.0,5.0,-1.0,0.0,unknown,TypeB
51.0,JobCat10,married,secondary,,,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
43.0,JobCat4,married,secondary,no,,no,yes,cellular,20.0,aug,,2.0,-1.0,0.0,unknown,TypeA
30.0,JobCat7,married,secondary,no,11.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
36.0,JobCat9,married,,no,565.0,no,no,,20.0,aug,,,,0.0,unknown,TypeA
54.0,JobCat3,married,,,2584.0,no,no,,20.0,aug,0.0,7.0,-1.0,0.0,unknown,TypeA
30.0,JobCat6,married,secondary,no,0.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
28.0,JobCat6,single,secondary,,46.0,no,no,cellular,20.0,,0.0,4.0,-1.0,0.0,unknown,TypeA
42.0,JobCat9,divorced,secondary,no,19.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeB
48.0,JobCat11,married,,no,,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
28.0,JobCat6,married,tertiary,no,1390.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
36.0,JobCat9,married,secondary,no,79.0,yes,no,cellular,20.0,aug,0.0,2.0,,,unknown,TypeA
32.0,JobCat6,married,tertiary,no,0.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
36.0,JobCat6,,,no,,no,no,cellular,,aug,,,,0.0,unknown,TypeA
31.0,JobCat9,married,tertiary,yes,56.0,no,no,cellular,20.0,,,2.0,-1.0,0.0,unknown,TypeA
37.0,JobCat6,,tertiary,,5060.0,yes,no,cellular,20.0,aug,0.0,4.0,-1.0,,unknown,TypeA
31.0,JobCat9,married,secondary,no,0.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
32.0,JobCat9,married,tertiary,no,100.0,no,no,,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
40.0,JobCat6,married,secondary,no,569.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
31.0,JobCat9,single,secondary,no,541.0,no,yes,cellular,20.0,aug,0.0,2.0,,0.0,unknown,TypeA
,,married,primary,no,,yes,yes,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
56.0,JobCat2,,primary,no,681.0,no,no,cellular,20.0,,0.0,4.0,-1.0,0.0,unknown,TypeA
32.0,JobCat6,married,tertiary,no,881.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
55.0,JobCat11,,secondary,no,128.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
50.0,JobCat9,married,,no,,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
37.0,JobCat9,single,,no,0.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
31.0,JobCat6,single,,no,432.0,no,no,telephone,20.0,aug,0.0,6.0,-1.0,0.0,unknown,TypeB
56.0,JobCat3,married,secondary,no,300.0,no,no,cellular,20.0,aug,0.0,3.0,-1.0,,unknown,TypeA
30.0,JobCat9,single,secondary,no,68.0,no,yes,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
35.0,,married,secondary,no,-318.0,no,no,,20.0,aug,0.0,20.0,-1.0,0.0,unknown,TypeA
,JobCat6,married,,no,,no,no,cellular,20.0,aug,,2.0,-1.0,0.0,unknown,TypeA
46.0,JobCat9,married,,no,78.0,no,no,cellular,20.0,aug,,2.0,-1.0,0.0,unknown,TypeA
34.0,JobCat9,,secondary,no,3.0,no,no,cellular,20.0,aug,0.0,4.0,,0.0,unknown,TypeA
53.0,,married,primary,no,-39.0,yes,no,,,aug,0.0,2.0,-1.0,,unknown,TypeA
,JobCat3,,,no,51.0,no,yes,cellular,20.0,aug,,8.0,-1.0,0.0,unknown,TypeA
30.0,JobCat9,married,secondary,no,,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
,JobCat6,married,tertiary,no,251.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
47.0,JobCat1,married,secondary,no,0.0,no,no,cellular,,aug,,,-1.0,0.0,unknown,TypeA
35.0,JobCat6,divorced,secondary,no,414.0,no,no,cellular,20.0,aug,0.0,,,0.0,unknown,TypeA
30.0,JobCat9,,,,587.0,no,no,,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
46.0,,married,secondary,no,15.0,,,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
30.0,,married,secondary,,687.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
,JobCat8,married,tertiary,,83.0,yes,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
46.0,JobCat7,married,secondary,,417.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
51.0,JobCat9,married,secondary,no,337.0,yes,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,,TypeA
49.0,JobCat9,married,secondary,no,51.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
34.0,JobCat6,married,tertiary,no,356.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
51.0,JobCat9,married,secondary,no,-153.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
31.0,JobCat11,single,secondary,no,344.0,yes,no,cellular,20.0,aug,0.0,4.0,,0.0,unknown,TypeA
30.0,JobCat6,married,tertiary,no,,no,no,cellular,20.0,aug,0.0,6.0,-1.0,0.0,unknown,TypeA
30.0,JobCat6,,tertiary,,138.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
37.0,,married,tertiary,no,224.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
43.0,,married,tertiary,,715.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
47.0,JobCat9,married,secondary,no,275.0,no,no,cellular,20.0,aug,0.0,4.0,-1.0,,unknown,TypeA
34.0,JobCat9,single,secondary,,,yes,no,cellular,20.0,aug,0.0,19.0,-1.0,0.0,unknown,TypeA
50.0,JobCat6,married,secondary,no,2130.0,no,no,,20.0,,,4.0,-1.0,0.0,unknown,TypeA
36.0,,married,tertiary,no,3440.0,no,no,cellular,20.0,,0.0,10.0,-1.0,0.0,unknown,TypeA
37.0,JobCat9,married,,no,93.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
44.0,JobCat9,married,secondary,no,7649.0,,,,20.0,aug,0.0,6.0,-1.0,0.0,unknown,TypeA
50.0,JobCat4,divorced,,no,101.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
51.0,JobCat3,married,secondary,no,397.0,yes,no,cellular,20.0,aug,0.0,2.0,,0.0,,TypeA
29.0,JobCat9,married,,no,,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
49.0,,married,,no,3.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,,unknown,TypeA
30.0,JobCat9,single,secondary,no,116.0,yes,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeB
50.0,JobCat11,married,secondary,no,242.0,yes,no,cellular,20.0,aug,0.0,4.0,-1.0,,unknown,TypeA
46.0,JobCat7,,secondary,,130.0,no,no,cellular,20.0,,0.0,,-1.0,0.0,unknown,TypeA
55.0,JobCat11,married,,no,,no,no,,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
28.0,JobCat6,married,tertiary,no,294.0,no,,cellular,20.0,,0.0,4.0,-1.0,0.0,unknown,TypeA
33.0,JobCat6,married,tertiary,no,24.0,yes,no,cellular,20.0,aug,0.0,2.0,,,unknown,TypeA
33.0,JobCat9,single,secondary,no,0.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
47.0,JobCat7,married,secondary,no,439.0,yes,no,cellular,20.0,aug,0.0,12.0,-1.0,0.0,unknown,TypeA
,JobCat6,,tertiary,no,110.0,yes,yes,cellular,20.0,aug,0.0,5.0,,0.0,unknown,TypeA
30.0,JobCat6,married,,no,7743.0,no,no,cellular,20.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
49.0,JobCat6,married,tertiary,no,1912.0,yes,no,cellular,20.0,aug,0.0,4.0,-1.0,0.0,unknown,TypeA
37.0,JobCat9,,secondary,no,0.0,no,no,cellular,20.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
31.0,JobCat9,single,secondary,no,163.0,yes,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeB
47.0,JobCat7,married,secondary,no,665.0,yes,no,cellular,20.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
44.0,JobCat6,,tertiary,,5004.0,no,no,cellular,20.0,aug,0.0,2.0,-1.0,0.0,unknown,TypeA
43.0,JobCat9,married,secondary,no,481.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
35.0,JobCat6,single,,no,198.0,,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
,JobCat6,,,,106.0,no,no,cellular,20.0,,0.0,3.0,-1.0,0.0,,TypeA
29.0,,,secondary,no,159.0,no,no,,,aug,0.0,,,0.0,unknown,TypeA
41.0,JobCat1,married,secondary,no,304.0,no,,cellular,20.0,aug,0.0,1.0,,0.0,unknown,TypeA
31.0,JobCat6,,tertiary,no,0.0,no,no,cellular,20.0,aug,,1.0,-1.0,0.0,unknown,TypeA
47.0,JobCat7,,secondary,no,1717.0,no,no,cellular,20.0,aug,0.0,,-1.0,0.0,unknown,TypeA
,JobCat1,married,primary,no,0.0,no,no,cellular,20.0,aug,0.0,3.0,-1.0,0.0,unknown,TypeA
48.0,,married,secondary,no,,yes,no,cellular,20.0,aug,,3.0,-1.0,,unknown,TypeA
54.0,unknown,married,unknown,no,390.0,no,no,cellular,,aug,0.0,5.0,-1.0,0.0,unknown,TypeA
